url,title,tag,content
http://www.twgreatdaily.com/cat92/node1699465,走不到一起的五對戀人！他和她的走向嚴重影響了《火影忍者》劇情！,ackfun,動漫《火影忍者》雖是一個熱血戰鬥番，但其背後也是不乏有著愛情故事的，忍者的愛情，可歌也可泣，然而，他們卻是永遠走不到一起。宇智波鼬和宇智波泉：宇智波鼬和宇智波泉是同期生，亦是青梅竹馬的夥伴，泉和鼬是在忍者學校相遇，泉對鼬是有好感的，曾在茶店的時候泉對鼬告白過。鼬的童年除了陪伴佐助，還有泉，鼬跟泉在一起的時候是快樂的，沒有那麼多的背負。然而，鼬叛族的時候，為了執行所謂的任務不惜殺害族人，包括泉，就是面對著泉聲嘶力竭地喊著「鼬，救救我」依然熟視無睹，狠心殺害。自來也和綱手：自來也和綱手同為三代火影的弟子，同期修煉，一同成長，一起成為名動忍界的三忍。在自來也的心底里，對綱手是存在著愛意的，並一直默默的用自己的方式守護著，即使綱手一直不接受他，但自來也總是一路風雨陪伴和等待，不離不棄。最後的一次任務，自來也要去調查佩恩的情報，能活著回來，綱手隱約應許了這份情意，然而，這一別就是天人永隔。時間回到原點，會否還能聽到自來也對綱手說「情書可以等會給我嗎」。阿斯瑪和夕陽紅：阿斯瑪和紅青梅竹馬一起長大，是同期的忍者，不知不覺間兩人交往在一起，一個性格隨和，一個好勝要強，本是相當般配的一對，然而阿斯瑪在追擊曉組織時，不幸的是中了飛段的詛咒，身死道消。夕陽紅也有了身孕，卻與愛人陰陽相隔。世間最美的景色是黃昏，黃昏中最明亮的是夕陽，而夕陽最明艷的顏色便是眼中噙著的紅艷，從此，那抹紅里多了一絲孤獨。寧次和天天：十二隻小強中，最為唏噓的莫關於寧次和天天了，兩人雖然在眾多的劇情里看似毫無關係，但劇情卻又總是時不時地搞些小曖昧，搞的兩人關係若即若離，讓的不少火影迷都自動認為兩人是一對CP了，然而，隨著寧次的逝去，這段感情也就無疾而終了。不然，《博人傳》中必然是強行CP的一對，何至於天天每天都是面對著忍具店的一堆忍具嘆息。宇智波帶土和琳：帶土和琳的感情線可以說是貫穿了整部《火影忍者》的劇情，很多大戰的爆發都是帶土的陰謀，全是為了復活他所摯愛的那個女孩兒琳。當然，帶土對於琳的感情是單方面的，但不可否認帶土那熾烈的情感，帶土深愛著琳願意為她付出自己的一切是不爭的事實，為此願於世界為敵，從而也直接或間接造就了劇情中的很多悲劇。
http://www.twgreatdaily.com/cat92/node1699010,龍珠：無需修煉即可變強的4種神秘方法，孫悟空掌握了兩種,ackfun,在動漫作品中，有一種叫做合體的技能會經常出現，一般情況下是兩個人或者兩個以上的人合體後成為一個全新的人物。本期介紹的是日本動漫《龍珠》系列中無需修煉即可變強的招式，小編盤點了一下，一共有四種方法，分別是合體、融合、同化和吸收。在《龍珠》作品中，一般把兩個人通過坡塔拉耳環合體的招式簡稱為合體，這種合體招式很簡單，只需要把界王神的聖物坡塔拉耳環分別交給一個人，當兩個人把坡塔拉耳環戴上對應的左耳和右耳，兩人便可以進行合體。使用坡塔拉耳環合體最多的是孫悟空和貝吉塔，在打魔人布歐和合體扎馬斯的時候，貝吉塔和孫悟空均通過坡塔拉耳環合體成貝吉特，官方設定的是兩者的戰鬥力相乘，可想而知，貝吉特是多麼的強大。不過，如果合體兩人的實力相差懸殊，有可能合體後的戰鬥力變弱。目前通過坡塔拉耳環合體而成的有5人，分別是老界王神（很早的界王神+老巫婆）、貝吉特（貝吉塔和孫悟空）、傑蘭特神（東界王神和傑比特）、合體扎馬斯（黑悟空和扎馬斯）、開芙拉（卡莉芙拉和開爾）。融合與合體相似，只是形式不同罷了，融合的全稱叫做美達摩星人融合術，比起合體，融合相對難度大一些，需要融合的兩人分別對稱做一套固定的動作才能融合而成，如果動作不標準將會融合失敗，變成一位實力很弱的胖子或者瘦子，融合後的維持時間並非固定，與能量的消耗程度有關。目前通過融合成功的只有兩人，分別是悟天克斯（孫悟天和特南克斯）和悟吉塔（孫悟空和貝吉塔）。同化術是那美剋星人的招式，可以把被同化的人的一切信息轉換到另一個人身上，最早使用同化術的時候是在那美剋星上，那美剋星最強的戰士尼爾自願被比克同化，同化後的比克戰鬥力大增，可以與弗利薩的第二形態戰鬥，之後在沙魯篇中，比克同化了天神，變成超級比克，實力與人造人17號相當，達到了超級賽亞人中期的實力。最後一種是吸收，與上面三種達到的目的是類似的，最終都變強了，不同的便是意願，被吸收的人一般是被迫的，目前擁有吸收的代表人物為沙魯和魔人布歐，他們都是通過吸收對手到體內，擁有對方的實力後讓自己變強，而被吸收的人並未死，可以被其他人解救出來。整體來說，一般情況下，合體強於融合，融合強於同化，同化強於吸收。
http://www.twgreatdaily.com/cat92/node1699297,火影忍者：佐助被女兒超越，佐良娜繼承宇智波鼬的能力,ackfun,火影忍者：佐助被女兒超越，佐良娜繼承宇智波鼬的能力宇智波一族是日本動漫《火影忍者》中非常強大的家族，整個劇情也是圍繞著宇智波一族展開的。隨著劇情的發展，從宇智波一族被滅開始，僅存下來的宇智波鼬、宇智波帶土以及復活的宇智波斑相續死去後，宇智波佐助成為宇智波一族唯一的族人。直到《火影忍者》的續集《博人傳》播出後，宇智波佐助和春野櫻生下一個女兒，叫做宇智波佐良娜，佐良娜的出生代表著宇智波一族新增一名成員，加上父親宇智波佐助只有兩個人。因此，難免會把宇智波佐良娜和宇智波佐助兩個人小時候的天賦做一下比較，誰更強呢？按照《博人傳》動畫的劇情來看，宇智波佐良娜只有11歲，還沒有忍者畢業，連下忍都不是，但展現出來的實力至少是中忍級別的。宇智波佐助在《火影忍者》裡面初登場時已經忍者畢業，是一名下忍，年齡13歲，比如今的宇智波佐良娜大兩歲。在體術方面，宇智波一族都比較擅長苦無和手裡劍，宇智波佐助和宇智波佐良娜也不例外，使用起來如魚得水，出手不但很快，命中還比較精準，不相上下。但宇智波佐良娜繼承了怪力，技能名字叫做櫻花沖。綱手把怪力傳給春野櫻，春野櫻又傳給女兒，把不定量的查克拉聚集在拳頭上沖向對方，破壞力極強，范圍也大，實際的威力與聚集的查克拉量有關。在忍術方面，宇智波佐助從小就開始練習火遁術，即豪火球之術和鳳仙火之術等忍術，宇智波佐良娜可以使用雷遁雷閃，但由於都是C級忍術，使用後的效果基本上傷不到人，兩者的區別不大。瞳術寫輪眼是重點分析的對象，只要是宇智波一族的人都能開啟寫輪眼，屬於宇智波一族專屬的血繼限界。宇智波佐助7歲的時候，經歷了滅族事件後開啟了單勾玉寫輪眼，宇智波佐良娜11歲時第一次見到父親而開眼，相對而言，宇智波佐良娜開眼容易的多。即便宇智波佐助開眼比宇智波佐良娜早三年，但佐助使用寫輪眼復制對方的術是13歲，而佐良娜11歲的時候就做到了。另外，佐良娜在寫輪眼幻術方面的天賦同樣極高，依然是11歲的時候就能施展幻術了，看來在幻術方面，佐良娜繼承了宇智波鼬的能力。反觀佐助，在前期的時候基本上不施展幻術，只有到了中後期才漸漸使用，說明13歲的佐助，並不擅長幻術。總的來說，年齡相仿的條件下，宇智波佐良娜比宇智波佐助的天賦更高，實力更強，加上有女一號的光環加持，將來超越宇智波佐助只是時間問題了。參考來源
http://www.twgreatdaily.com/cat92/node1699302,全是重量級作品，有一部還沒播就被封「宇宙神作」！一月有的看了,ackfun,全是重量級作品，有一部還沒播就被封「宇宙神作」！一月有的看了【動漫雜談】2018年1月新番有哪些值得關注？今天好多次看到有人問這個問題，正好我也開始准備做前瞻了，詳細介紹之後會陸續寫。這期就簡單的介紹下吧：OVERLORD 第二季第一季主要是看骨傲天如何裝逼，通過氪金的力量花式吊打對面。劇情非常單純，但是就是迷之帶感。異世界、後宮、龍傲天、劍與魔法。這些元素觀眾早就習以為常，很多人都不屑於再看了。而OVERLORD卻偏偏是靠這簡單粗暴的套路，征服了無數口味刁鑽的觀眾。*DARLING in the FRANXX「業界未來」A1與「業界良心」扳機社 聯手打造的原創動畫，科幻、機甲、俊男美女，這些元素都相當吸引眼球。預告片高端大氣，台詞也比較隱晦，幾乎看不出要講什麼，只能夠隱約感覺出一股「霸權」的味道。除了已經公布的STAFF之外，根據製片人鳥羽透露：「製作陣容相當強大，為了這部作品，他動用了自己畢生積累的人脈。片尾演職員表上的每個人 單獨拿出來都足夠讓人震驚。」官方這麼自吹我都有點臉紅，聽完這段訪談之後，有人用「動畫中國家隊」來形容這部動畫的製作陣容。不管怎樣，先吹一波，大概面對《京紫》能有一戰之力。*齊木楠雄的災難 第二季齊神又要回來了，依然是外冷內熱的究極好男人，依然有接連不斷的麻煩事，依然能給大家帶來不少笑料。*七大罪 第二季典型的少年熱血漫畫。動畫的第一季做的還是蠻不錯的，打戲很精彩，還時不時的送點福利，就是女角色的臉型有些怪。而且第一季也不知為啥就變成「網盤獨播」了，希望第二季能夠正常放送。。第二季標題為「戒律的復活」，將要開始新的冒險，遭遇到更加強大的敵人。*Fate/EXTRA Last Encore看見海報上的45°回頭，你想到了啥？沒錯，這次的FATE竟然是SHAFT做的，新房昭之擔任總監督，奈須蘑菇親自擔任總編劇。期待SHAFT這次能把fate做出什麼效果，不知道會不會帶點《物語》或是《小圓》的感覺。個人感覺不會比UFO差，原作者都親自上陣了，劇情根本用擔心，而且沙發套的打戲也不是蓋的，一定會帶來一場視覺盛宴。*擅長捉弄人的高木同學小妮子眼神太撩了。講的是坐在隔壁的女孩子一直換著花樣戲弄男主的故事，一部能把人甜的死去活來的狗糧番。漫畫相當不錯，推薦大家看看。*魔卡少女櫻 CLEAR CARD篇很多人兒時的回憶了。雖然當時根本不知道講了啥，不過應該有好多人很喜歡這部吧。由Madhouse製作，瘋房子一季雙開了《小櫻》和《OVERLORD》，也難怪沒有接《一拳超人》第二季。希望能滿足情懷黨們的需求吧。*牙斗這是一部以獸娘為主角的格鬥類動畫。「是喜歡打人的 friends呢！」女主角代表的動物，使我們非常熟悉的「非洲平頭哥」，可以說是以小勝大、沒人敢惹的典範了。*BEATLESS發生在未來世界的，少年與人工智慧少女們之間的故事。人物原案redjuice曾經負責過《罪惡王冠》的人設，所以《BEATLESS》的人物畫風會與王冠有些相像。原作小說的敘事思路跟王冠也差不多，普通高中生因為捲入了某次事件，而與女主邂逅。我確認了一下，這次既沒有吉野弘幸，也沒有大河內一樓，所以應該不會出現弒父斷手的劇情。。*紫羅蘭永恆花園《紫羅蘭永恆花園》京都動畫大賞中第一部也是唯一一部獲得小說部門優秀獎的作品。京阿尼也相當重視，TV版的畫面精緻的令人發指，估計大家等了一年多，也看過不少吹京紫的段子了吧。。平心而論，原作的文筆出色，對於人物和環境的刻畫非常到位，劇情也是相當感人的，動畫只要保持畫面穩定，按照原作劇情來，就足夠了。*以上參考來源
http://www.twgreatdaily.com/cat92/node1699304,火影眾忍者換上小李同款粗眉毛，雛田迷之可愛，我愛羅毫無違和感,ackfun,火影眾忍者換上小李同款粗眉毛，雛田迷之可愛，我愛羅毫無違和感火影忍者裡小李和凱的粗眉毛，大眼睛，鍋蓋頭是他們的特色標志。小李看著活潑可愛，凱老師看著青春熱血。這樣的奇怪搭配不僅毫無違和感，而且也比較適合他們努力，熱血的人設。可以說如果沒有了粗眉毛，他們反而會顯得平淡無奇，不過把粗眉毛詮釋的最帥的還是博人傳裡的梅塔爾，整個人看上去更是帥氣十足，青春熱血。當然並不是任何人都能像小李，凱老師，梅塔爾一樣毫無違和感的駕馭粗眉毛和大眼睛的，當小李同款粗眉毛和圓眼睛換在火影忍者裡其他忍者的臉上時，就有一種說不出的奇怪感覺。鳴人在火影裡其實出現過粗眉毛的形象，就是他穿上小李和凱老師同款衣服模仿小李的時候，整套裝備穿在身上看著也還行，不至於辣眼睛。單獨看著就有一種奇怪的感覺。小櫻的櫻色頭發其實很好看，換上小李同款的粗眉毛和圓眼睛感覺整個人的青春都瞬間燃燒了，完全是一副熱血少女的模樣，看著還是有點可愛的。記得中忍考試我愛羅和小李比賽的時候，彈幕都是濃眉和無眉的眉毛爭奪戰，以及眉毛這麼多也不分一點給小愛。現在我愛羅換上了小李的粗眉毛和圓眼睛，也是毫無違和感，終於讓觀眾如願以償了。雛田換上小李同款的粗眉毛和圓眼睛看著太萌了，完全就是小李頭上套了雛田的發套的模樣。鳴人以後可要小心了，千萬不要被小李假扮的雛田給騙到了。鹿丸這個智慧軍師換上小李同款的粗眉毛和大眼睛，更像是小李把頭發紮起來的模樣，如果火影忍者裡的人設全是這樣，那小李就能一人扮演多人的角色了。井野換上小李同款的粗眉毛和圓眼睛，說實話並不是很好看，完全沒有本來的魅力和氣質了。只有一個瞬間燃燒青春的活力少女，雖然並不偽和，卻也不好看。參考來源
http://www.twgreatdaily.com/cat92/node1699054,龍珠超中，希特是否真的被淘汰了？,ackfun,"龍珠是眾多70，80，甚至是90後最喜歡的動漫之一，作為近兩年重啟開播的龍珠新作《龍珠超》，更是一度成為最熱門的動漫，再次勾起了小時候的回憶。在最新幾期的動畫播放中，龍珠的主角悟空再次進化成新形態，就連維斯級別的天使也驚嘆悟空的這次變化。悟空的這次進化終於能和目前的大BOSS吉連打個55開，可惜最終體力不支而再次倒下。悟空新形態但今天我要說的是另一個人物，第6宇宙的BOSS-希特，這個人物曾是龍珠超之第6宇宙破壞神象帕篇的BOSS，悟空在那次的比武大會中，最後以20位界王拳才能與之打成平手，因此希特也是這次宇宙激鬥篇中最被人關注的角色之一，然而在悟空被吉連打敗之後，希特卻也馬上被吉連打敗，並且被打出比賽場外，十分令人意外。希特在此分析一下希特為何會早早出局？目前網上有兩個版本在討論希特的動態。第一個版本-希特並未出局，他是用自己的超能力把自己鎖在時間間隙中，被吉連打出去的只是他的殘影。為何大家會有這樣的推論？目前支持這種推論的有以下幾點：1.全王並沒有在他的神PAD中把希特的頭像點暗，因為在之前的比賽中只要有人出局，全王就會把角色點滅，在希特「出局」後，並未看到全王有點滅他的頭像，只是大神官口頭說了一下,因此希特並未出局。2.在希特出局後，很難在後面的動畫中看到他的頭像，都是有意無意被動畫中其它人物擋住，這點很是奇怪，是動畫特意安排的，或者真是所說，後面會重新登場？3.希特作為前期的BOSS，實力應該是很強大 ，但目前比賽時間才過半，像他這種實力應該是比武大會前5名的選手，不應該在比賽一半時間就被淘汰，因此他應該會在後面繼續上場，並且實力成長得很快，因為在上次與悟空的比賽中，他就一直在成長，最後突破自己。基於以上3點，希特迷不會希望他就此退出比武大會，肯定會王者歸來！（下圖是維斯對希特的評價）希特絕技第二個版本-希特已經出局，原因有以下幾點1.實力差距明顯，目前吉連的實力已經被披露出是超過11宇宙破壞神的存在，因此希特被淘汰也是很合理。2.目前第6宇宙留在比武的人數眾多，根據主角不敗定律，第6宇宙不可能會生存，因此需要淘汰已經出過場的人物，比如希特，加貝。3.後期會有更強的人物出現，比如一直沒出現的2個神秘人，希特作為前期的小BOSS已經失去存在的意義，因此被淘汰也是很正常的。目前劇情已經越來越精彩，真心希望希特能夠王者歸來，與悟空聯手，打敗其它宇宙的人，贏得超級龍珠！請大家關注我，以後會定期分享自己寫的更多龍珠的分析~也會分享其它經典動漫的內容！"
http://www.twgreatdaily.com/cat92/node1697861,龍珠超力量大會各宇宙的八位最強王牌，悟空實力進不了前三？,ackfun,龍珠超的力量大會到目前為止已經進行了過半，而八大宇宙也只剩下了六大宇宙，那麼這八大宇宙中各個宇宙的王牌強者都什麼水平呢？第二宇宙，目前第二宇宙蹦躂最歡的無疑就是大媽了，不過第二宇宙所有的戰士還都不曾逐個展示最強實力，但是大媽的鏡頭可以說最多，都快看到吐，而且還強行與悟空硬剛半天，實力確實不弱，也是悟空沒用全力讓她嘚瑟，但是當吉連登場立馬嚇尿，原形畢露，這貨會不會是第二宇宙最強？第三宇宙，這個宇宙的破壞神為機器人，目前這個宇宙是場上剩餘人數第二多的宇宙，僅次於第七宇宙，雖然他們的最強者還顯露，但是實力絕對不弱！第四宇宙，這宇宙為老鼠破壞神所屬的宇宙，目前幾乎所有人都不能發現的二位神秘戰士極可能是超越吉連的強者，甚至是悟空的最強對手！當然有著老鼠破壞神看到吉連表現不動聲色情況，可見，老鼠破壞神對他的王牌戰士還是極有信心的！第六宇宙，之前第六宇宙最強的絕對希特，哪怕突破前的悟空對上之前的希特那也絕對是陰溝裡翻船！但是，隨著最新的預告，凱利芙拉和凱爾要合體了，這簡直是赤裸裸的作弊，不用說，合體戰士絕對是實力吊炸天！第七宇宙，目前來說最強的毫無疑問就是悟空，畢竟之前一波自在極意功的搶眼表現幾乎震懾眾神，而目前已知的第七宇宙應該還沒有人有著破壞神領域的實力，期待悟空再次爆發自在極意功吊打吉連吧！第九宇宙，說實話這個宇宙敗的真有點冤，誰怪他們一開始就狙擊主角呢，不作不會死呀！他們的最強者應該就是危險三人組的老大粉碎之貝爾蓋莫，實力應該有超藍水平，就是領飯盒領的太早了。第十宇宙，第十宇宙都是一群路人選手，只有大象破壞神比較逗逼的形象令人印象深刻，他們這最強的極可能是最後出場的幻影功沃卜尼，連維斯都承認他的功夫很棘手，但是攻擊力太弱，悟飯站著讓他打都破不了防，真是丟扎馬斯大人的臉呀。第十一宇宙，這個宇宙最強的毫無疑問就是灰色吉連了，強大的實力不但屬於破壞神領域，而且比一般的破壞神可能更強！感覺場上最強的應該就是他了，其他神秘的傢伙們哪怕登場應該也沒有吉連實力強！你們認為場上最強的會是誰呢？
http://www.twgreatdaily.com/cat92/node1698728,火影：鮫肌的第2種形態，和鬼鮫的半尾獸對比差距巨大！,ackfun,在最新的火影忍者博人中，要挑起忍者世界戰爭的七人眾基本上被滅得七七八八，而最後關鍵人物就是屍澄真，因為他手裡擁有最強的七忍刀鮫肌。眾所周知，鮫肌擁有自我意識，喜歡吸食查克拉，可以說使用的好的話就是是半個餓鬼道，忍術基本上對它無效反而增強它的威力。並且它和可以和使用者合體成為接近半尾獸的實力。在火影疾風傳中，鬼鮫的實力確實深不可測，在面對八尾奇拉比時，他完全可以單人匹馬地去捕獲尾獸化的八尾人柱力。鬼鮫和鮫肌合體後變成鯊魚人，在水裡面可以說是一個小尾獸，既可以吸收查克拉又可以利用水域優勢占據速度上風，沒有影級以上實力的忍者可以說分分被他的持久戰拖死。如果當時不是雷影出來援助，或許八尾就會真的被捕獲。因此我們看到鮫肌的第一個形態，就是實力強大的使用者可以直接操作鮫肌，合體後發揮出半尾獸的實力。而在最新的博人傳裡面出現了第二次的鮫肌和使用者合體，不過這次不同的是，屍澄真因為自身實力太水，完全不能自由的掌控鮫肌，使用方式都是當做飛行道具使用。最後因為鮫肌的反噬被迫融合，變成一個半鯊魚狀態，不得不說，這個狀態看樣子就知道和鬼鮫的完全不能比，因為他只是融合了一半都不夠。這個第二形態只能說是半成品，看他的造型就知道變成鯊魚的部分只有一隻手臂和頭部，而且完全失去理智，基本上是鮫肌控制人而不是人控制鮫肌。雖然速度上有所增加，但是在沒有水的環境下完全發揮不出實力，最後被博人和神樂一人一刀將其分離，看樣子鮫肌的反噬只是為了吸收更多屍澄真的查克拉，因為主人完全不能控制它，它只能把其當做食物。對比這兩次出現的形態，鬼鮫的是完全體，可以發揮出鮫肌的最強大的實力，而且他可以利用自己的忍術為這個狀態提供最好的戰鬥環境，可以說鬼鮫和鮫肌才是真正的絕配。而屍澄真被反噬的第二狀態只能再次襯托出鬼鮫的強大，也可以說明，其實如果強大的使用者想要合體的話，也可以變成一隻手臂的融合狀態。看來七忍刀裡面，風險最大的還是鮫肌，其他最多操作不當的可以扔掉，但被鮫肌反噬說不好最後會被全部榨乾。
http://www.twgreatdaily.com/cat92/node1698637,龍珠，龍珠Z才是最好的龍珠系列，超太迷了讓人完全看不懂！,ackfun,"大家好我是小百合，今天為大家帶來的文章是龍珠Z才是最好的龍珠系列，超太迷了讓人完全看不懂！不是骨灰級的龍珠迷，但是對於我來說龍珠Z基本就是原著劇情，也是我心中龍珠最好的結局，未來的一切都很美好，大家都快樂的活著，充滿希望。龍珠GT給原著結尾無線遐想中選出了一個可能性，雖然有一些牽強與不完美的地方，但故事性完整，能自圓其說，算作是給我了一個不太完美但是非常合理安心的結局龍珠超，，，額，這都是啥啊，這說的是啥啊？這這這都是啥東西啊？看不懂啊，跟你之前的設定都是矛盾的啊！這都什麼東西啊！？是我年紀太大不適合看現在的動漫了嗎？龍珠好像是16年突然出來了龍珠超，給我高興的啊。。。好像就是火影剛完結了，龍珠超就出來了。麻蛋的火影我看了10年，一周一集終於 給看完了，現在龍珠又來。哈哈。不過看著看著，唉。。各種亂七八糟，戰鬥力崩壞，劇情拖沓扯淡，人物設定亂七八糟。。反正全是槽點。不過那又怎樣呢，至少龍珠還一直陪著我們。每周還能看到悟空的傻白甜，聽到悟空的打打打打打打。。我真的已經很高興了，雖然現在好像更新到100多集了，差不多能有80集都是滿心期待的打開失望的關閉。可是我還是依舊每周周末中午去打開手機電腦登上愛奇藝去看龍珠。都老大不小了，26了，那裡還是看動畫的年紀。龍珠算我真正意義上接觸的到的漫畫，那時候我記得電視上都只有《龍珠》，沒有《龍珠Z》,Z幾乎都是在漫畫書上看的，那時候網絡還沒現在這麼方便，什麼愛奇藝都沒出生的，那時候我記得是個PPLIVE 這個軟體上好像還能看到龍珠Z。我還記得初中時學校門口的小書店，每次進一套龍珠Z就讓人瓜分完了，大家都是缺斤少兩，每天放學都去書店看看進了沒有。把缺少的買了。好像是4元還是5元一本。時至今日我家裡好像也只有30本，還沒全。其中自己買的有15本吧，別的是從同學哪裡借來的。哈哈，十多年了，也都不還了，不過每當在家看到書柜上的龍珠的時候，心裡滿滿的回憶。反正我真的真的，每周周末能打開視頻，能看到悟空，看到悟空這麼多的夥伴，都很高興了。個人意見，歡迎大家討論~"
http://www.twgreatdaily.com/cat92/node1698106,俄羅斯妹子被封「多面神」，cosplay神技火遍外網,ackfun,最近，INS上又火了一個俄羅斯妹子Alyson Tabbitha。?她和18歲的本國藝術家 Llona Buugaeva 合作Cosplay，一個「搞」出多個著名角色。不僅能扮經典角色，一部電影中的主配角都能hold住，面孔神采都模仿得極其到位！這是Alyson Tabbitha 本人，臉龐精緻的紅髮女孩！她的裝扮中不乏大家熟悉的角色。有《哈利波特》的赫敏不得不說還挺神似的！還順便cos了一下性轉的哈利波特和羅恩嗯…好嫵媚動人的哈利和羅恩！完全找不到 Tabbitha 本人的影子！還把《哈利波特》電影里的反派——貝拉特里克斯也扮了。表情很到位啊！還有性轉的馬爾福嗯…那邪魅一笑感覺很微妙。還有大熱的《權力的遊戲》，一人分飾多角，劇組趕緊找她啊，老省錢了。龍媽Daenerys TargaryenMargaery Tyrell二丫Arya StarkMelisandre電影《飢餓遊戲》的女主凱特尼斯也被成為模仿對象簡直就是一個模子裡出來的！各種動畫里的人物自然也是沒問題！有《美女與野獸》的貝拉順便說一下，她不僅扮了動畫版的貝拉，還模仿了「艾瑪版」的真人貝拉《小美人魚》裡面的凡妮莎這小眼神也是模仿的很到位了！經典動畫《冰雪公主》也信手拈來！ElsaAnna美國當紅明星賽琳娜也成為模仿目標！各種電影的角色當然也是OK啦~《亞德一家》的星期三還有《自殺突擊隊》裡面的小丑《蜘蛛俠》里的瑪麗《納尼亞傳奇》的露西還裝扮過芭比娃娃遊戲角色也完全沒問題！《最後生還者》的Ellie《生化奇兵》里的伊莉莎白《狩魔獵人》里的TrissCirilla臉上的疤痕都模仿得十分到位！你能想像這些都是一個人扮的麼？
